# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 400 Hz
# Recording started at: 2026-02-07 14:05:53.723
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.543158,3.1836,-14.3354,-1.3350,14.75
1.556086,1.8746,-18.1291,-0.0272,18.23
1.558579,0.3339,-20.8504,0.6155,20.86
1.566996,-1.0299,-19.0941,0.4872,19.13
1.584510,0.0235,-12.0184,-0.4083,12.03
1.588504,0.8408,-7.3664,-0.2277,7.42
1.597302,3.0225,-0.1025,-1.1276,3.23
1.612849,3.3522,2.8609,-0.9790,4.51
1.617973,3.0969,3.3295,-0.2304,4.55
1.629698,2.7911,3.3386,-0.5595,4.39
1.637999,2.1447,2.9174,-0.9704,3.75
1.647642,1.0228,1.6317,-0.9318,2.14
1.660561,-0.1852,0.2067,-0.4694,0.55
1.667842,-0.4962,-0.0943,-0.6433,0.82
1.679312,-0.9811,-0.1978,-0.7972,1.28
1.688609,-1.1571,-0.1724,-1.1485,1.64
1.698970,-1.4038,0.1786,-1.3620,1.96
1.717858,-1.5835,0.6368,-1.0795,2.02
1.737498,-1.6174,1.2442,-0.2424,2.05
1.738777,-1.4290,1.4722,0.3200,2.08
1.750799,-1.0119,1.4332,0.3464,1.79
1.763995,-0.3226,0.7173,-0.0595,0.79
1.768816,0.3399,-0.1323,-0.4000,0.54
1.779649,0.6859,-0.6493,-0.5699,1.10
1.789439,0.8598,-0.7089,-0.6624,1.30
1.799132,0.8606,-0.4661,-0.5367,1.12
1.813425,0.8257,-0.0685,-0.4263,0.93
1.819075,0.7900,0.2716,-0.3518,0.91
1.830745,0.8751,0.5102,-0.2395,1.04
1.839888,1.0782,0.5218,-0.1440,1.21
1.849757,1.2627,0.2519,-0.1322,1.29
1.864238,1.4163,-0.0642,-0.1809,1.43
1.869718,1.4561,-0.4835,-0.2792,1.56
1.881884,1.5239,-1.0067,-0.3348,1.86
1.890242,1.6313,-1.5304,-0.3698,2.27
1.900426,1.6648,-1.9297,-0.3801,2.58
1.915865,1.7824,-2.2574,-0.3593,2.90
1.919975,1.8462,-2.4736,-0.3979,3.11
1.933361,1.9263,-2.6301,-0.4446,3.29
1.949659,2.0540,-2.6984,-0.5080,3.43
1.950720,2.0808,-2.5698,-0.6542,3.37
1.966220,2.0353,-2.2287,-0.7948,3.12
1.970460,1.9183,-1.7099,-0.9367,2.74
1.982522,1.7802,-1.2106,-1.1189,2.43
1.999411,1.6732,-0.7683,-1.2962,2.25
2.000935,1.5530,-0.3525,-1.4552,2.16
2.015910,1.4446,0.0206,-1.6126,2.17
2.020979,1.3355,0.3452,-1.8441,2.30
2.032712,1.3461,0.5567,-2.3685,2.78
2.049996,1.3824,0.4460,-3.1134,3.44
2.051148,1.6387,0.1738,-3.8687,4.21
2.066330,1.9614,-0.1742,-5.0028,5.38
2.071584,2.1737,-0.4737,-5.8302,6.24
2.081943,2.1187,-0.5961,-5.8059,6.21
2.097846,1.3275,-0.4294,-4.8715,5.07
2.101346,0.3169,-0.2355,-3.5929,3.61
2.113941,-0.4545,-0.4216,-1.8333,1.94
2.121869,-1.1699,-1.0045,0.0323,1.54
2.131510,-1.8456,-1.6904,1.3637,2.85
2.149512,-2.7298,-2.4641,2.1192,4.24
2.151719,-3.2637,-3.1221,2.5786,5.20
2.166293,-3.7690,-3.7596,3.0578,6.14
2.171940,-4.1548,-4.2254,3.8689,7.08
2.182835,-4.1520,-4.0991,5.0742,7.73
2.200263,-3.8560,-3.5056,6.9727,8.71
2.202145,-3.4208,-2.3453,7.8634,8.89
2.216658,-2.7070,-1.1295,6.7541,7.36
2.222055,-1.8719,-0.4063,4.6078,4.99
2.232785,-1.1559,0.3559,3.2162,3.44
2.250126,-0.4946,1.0832,2.0973,2.41
2.252609,0.2177,1.5775,0.1974,1.60
2.265747,0.9807,1.9038,-1.4857,2.61
2.273322,1.3976,2.0914,-1.5486,2.95
2.283329,1.6797,2.2965,-0.4463,2.88
2.299751,1.6943,2.1999,1.0635,2.97
2.302735,1.6267,1.9205,2.2418,3.37
2.316804,0.6252,1.6332,2.6658,3.19
2.332521,-0.8910,1.7189,2.2642,2.98
2.333279,-1.8556,1.7967,2.0636,3.31
2.349890,-2.2342,1.9033,2.1755,3.65
2.353202,-2.2062,1.8977,2.3325,3.73
2.365789,-1.9295,1.7826,2.3235,3.51
2.382995,-1.7345,1.8170,2.1381,3.30
2.383609,-1.4898,1.8440,2.0053,3.11
2.399746,-1.2497,1.9146,2.0450,3.07
2.403476,-1.0209,1.8986,2.1548,3.05
2.415925,-0.6924,1.7906,2.1690,2.90
2.433219,-0.3352,1.6379,1.9628,2.58
2.434048,0.0107,1.5430,1.5631,2.20
2.449835,0.3808,1.3662,1.1004,1.80
2.453909,0.6407,1.2184,0.5587,1.49
2.465994,1.0772,1.0324,-0.0139,1.49
2.482548,1.5969,0.7720,-0.8359,1.96
2.484251,2.2141,0.4491,-2.0978,3.08
2.499797,2.8688,-0.1109,-3.2849,4.36
2.504289,3.3967,-0.8626,-3.7342,5.12
2.516727,3.6540,-1.5526,-3.3873,5.22
2.533181,3.5667,-2.1282,-2.6417,4.92
2.534305,3.1167,-2.3382,-2.1532,4.45
2.549695,2.4206,-1.9494,-2.2151,3.82
2.568465,2.1402,-1.3477,-2.0570,3.26
2.581102,1.5658,-0.1653,-1.3020,2.04
2.595034,1.2858,0.3431,-0.8525,1.58
2.604955,0.3627,1.1837,0.3164,1.28
2.614886,-0.0334,1.5018,1.0151,1.81
2.627990,-0.3094,1.6233,1.6586,2.34
2.634931,-0.4889,0.9467,2.0500,2.31
2.645130,-0.5705,-0.5890,2.0997,2.25
2.655331,-0.6169,-2.3573,1.6248,2.93
2.665320,-0.3701,-3.9437,0.5112,3.99
2.677806,0.1306,-5.3894,-0.8323,5.45
2.685302,0.8605,-6.1492,-2.3086,6.62
2.696637,1.8285,-6.2194,-3.1052,7.19
2.705973,2.0274,-5.0226,-2.5869,6.00
2.716059,0.5041,-2.3502,-1.2251,2.70
2.735102,-1.5726,0.0300,0.6271,1.69
2.735904,-2.9591,1.3147,1.2880,3.48
2.756590,-3.6339,2.1936,1.3169,4.44
2.756735,-4.0760,2.6315,1.0565,4.97
2.766535,-4.3165,2.3241,0.5961,4.94
2.781443,-4.4851,1.5692,0.3642,4.77
2.786089,-4.5178,0.6666,0.4144,4.59
2.797642,-4.5030,-0.1116,0.6512,4.55
2.806581,-4.5623,-0.5948,0.9480,4.70
2.816743,-4.6260,-0.9046,1.2874,4.89
2.833691,-4.5157,-0.9821,1.6355,4.90
2.836736,-4.3749,-0.8460,1.8154,4.81
2.848507,-4.0531,-0.2710,1.7614,4.43
2.863833,-3.5427,0.2478,1.6426,3.91
2.866654,-2.9789,0.4325,1.5456,3.38
2.881163,-2.3535,0.4306,1.5265,2.84
2.886840,-1.9659,0.4503,1.5039,2.52
2.897228,-1.6088,0.4747,1.5844,2.31
2.914738,-1.3589,0.4785,1.6909,2.22
2.917108,-1.1030,0.3617,1.8588,2.19
2.930300,-0.8684,0.1516,1.9830,2.17
2.937572,-0.3897,-0.0901,1.9724,2.01
2.947646,0.1009,-0.3399,1.9282,1.96
2.968289,0.2946,-0.4983,1.8511,1.94
2.968498,0.4615,-0.4405,1.7471,1.86
2.983702,0.5786,-0.1981,1.6805,1.79
2.987748,0.6087,0.0551,1.4202,1.55
2.999742,0.6928,0.2142,1.1025,1.32
3.015368,0.8321,0.3068,0.7821,1.18
3.018297,1.1360,0.3260,0.3853,1.24
3.030441,1.2916,0.2725,0.1283,1.33
3.037861,1.5171,0.1514,-0.0748,1.53
3.048169,1.7988,0.0201,-0.3660,1.84
3.063824,1.9447,-0.1209,-0.5246,2.02
3.068334,2.1025,-0.2026,-0.8106,2.26
3.081263,2.2060,-0.1983,-1.1017,2.47
3.089261,2.3145,-0.0966,-1.2828,2.65
3.098609,2.4149,0.0190,-1.4654,2.82
3.115369,2.5494,0.3072,-1.4626,2.96
3.118519,2.5673,0.4589,-1.4186,2.97
3.130212,2.6842,0.5472,-1.3649,3.06
3.139155,2.7742,0.5969,-1.2066,3.08
3.148993,2.8491,0.6100,-1.0647,3.10
3.165608,2.7446,0.4222,-0.9928,2.95
3.169055,2.5408,0.3035,-0.9275,2.72
3.183526,2.3166,0.2688,-0.9549,2.52
3.189196,2.0938,0.2792,-1.0269,2.35
3.199856,1.9918,0.2624,-1.0910,2.29
3.216003,1.8670,0.3091,-1.1464,2.21
3.219271,1.7460,0.3174,-1.1509,2.12
3.232336,1.6320,0.1911,-1.2355,2.06
3.239792,1.4556,-0.0163,-1.2257,1.90
3.249705,1.3448,-0.2181,-1.1820,1.80
3.264604,1.3013,-0.3602,-1.1068,1.75
3.272982,1.3706,-0.4383,-1.0247,1.77
3.280802,1.2679,-0.6291,-0.9577,1.71
3.297114,1.1207,-0.8889,-0.8917,1.69
3.299728,1.0414,-1.3001,-0.7995,1.85
3.313633,0.9875,-1.6300,-0.6557,2.02
3.319985,0.8551,-1.9221,-0.5584,2.18
3.331290,0.7258,-1.9833,-0.4255,2.15
3.347890,0.7478,-2.2864,-0.2742,2.42
3.350393,1.0830,-2.9456,-0.0244,3.14
3.368875,1.7428,-3.4123,0.3502,3.85
3.381084,2.4397,-3.2713,0.3205,4.09
3.394813,2.6324,-2.8674,0.0919,3.89
3.400606,2.7460,-2.4145,-0.2971,3.67
3.412628,2.6955,-2.0488,-0.8413,3.49
3.420926,2.5145,-1.6085,-1.6556,3.41
3.430910,2.4693,-1.2880,-2.6942,3.87
3.448173,2.1911,-1.0797,-3.9232,4.62
3.451356,1.9935,-0.9685,-5.4612,5.89
3.465426,2.0243,-1.0466,-8.7972,9.09
3.471152,1.4570,-1.1837,-11.6673,11.82
3.484291,0.1555,-1.0780,-9.6700,9.73
3.504573,-1.0926,-1.1957,-5.3558,5.60
3.504719,-1.8270,-1.5288,-2.2051,3.25
3.516686,-2.2223,-1.8209,-0.3833,2.90
3.521385,-2.7927,-2.2608,1.1926,3.79
3.531635,-3.5760,-2.8313,2.1196,5.03
3.547411,-3.9845,-3.4000,2.8816,5.98
3.551909,-4.4341,-4.0184,4.0315,7.22
3.564017,-4.7685,-4.4029,4.5461,7.92
3.574574,-4.7094,-4.6731,4.1780,7.84
3.586890,-4.5451,-4.4181,3.7918,7.39
3.601521,-4.7700,-3.5725,4.0123,7.18
3.601752,-4.9300,-2.1559,4.1565,6.80
3.613658,-5.0150,-0.9493,4.2596,6.65
3.622202,-4.6873,-0.1144,4.4825,6.49
3.632157,-4.0853,0.4057,5.0283,6.49
3.643985,-3.8367,0.9264,5.0622,6.42
3.652440,-3.6096,1.3264,4.8851,6.22
3.662424,-3.4455,1.8317,4.4844,5.94
3.672434,-3.0967,2.0485,4.1822,5.59
3.682547,-2.6735,2.0063,3.5559,4.88
3.694788,-2.2762,1.7758,2.4916,3.81
3.702727,-1.6878,1.4028,0.9872,2.41
3.715032,-0.9745,1.1345,-0.3106,1.53
3.723726,-0.3610,0.8693,-1.0560,1.41
3.732897,0.0984,0.7882,-0.9795,1.26
3.750009,0.1934,0.7738,-0.7128,1.07
3.753407,-0.7060,1.0463,-0.0977,1.27
3.769027,-1.9483,1.5449,0.4391,2.52
3.781652,-2.7279,1.9025,0.9195,3.45
3.783296,-3.3117,2.0591,1.2956,4.11
3.796831,-3.5228,2.2795,1.8237,4.58
3.804254,-3.3981,2.5049,2.2429,4.78
3.813701,-3.1714,2.6595,2.2595,4.72
3.830322,-2.7337,2.6222,2.1143,4.34
3.833647,-2.0367,2.4299,1.8278,3.66
3.847110,-1.1148,2.1975,1.3889,2.83
3.853829,-0.0218,1.9791,0.8257,2.14
3.863895,0.8593,1.5419,-0.1012,1.77
3.881074,1.9033,0.9997,-1.5136,2.63
3.884015,3.3026,0.0851,-3.3497,4.70
3.897445,5.0982,-1.1403,-5.2365,7.40
3.904890,6.7746,-2.5088,-6.2392,9.55
3.914510,7.4331,-3.7195,-4.4747,9.44
3.930722,7.2513,-4.4330,-1.5478,8.64
3.936350,5.4050,-3.9451,-0.9143,6.75
3.953127,3.1382,-2.4106,-1.6573,4.29
3.954521,1.6728,-0.8432,-1.6588,2.50
3.964914,0.6276,0.5351,-1.3829,1.61
3.979121,-0.1708,1.5120,-1.1260,1.89
3.984848,-0.8253,1.8706,-0.3111,2.07
3.995260,-1.3538,0.1463,0.4172,1.42
4.005223,-1.7900,-2.2187,0.4299,2.88
4.015058,-1.7305,-4.1730,-0.1712,4.52
4.031530,-1.1270,-5.7507,-0.3997,5.87
4.035064,-0.1580,-6.6415,-0.0559,6.64
4.048730,0.5329,-6.4008,0.6711,6.46
4.055210,0.3606,-4.6790,0.8618,4.77
4.065833,-0.8226,-2.1969,0.9797,2.54
4.082194,-2.0454,-0.1200,1.1971,2.37
4.085225,-2.8048,1.3407,1.0868,3.29
4.097507,-3.3408,2.4031,0.7468,4.18
4.105455,-3.7437,2.8142,0.6346,4.73
4.116565,-3.9378,2.3817,0.6730,4.65
4.129182,-4.0138,1.4533,0.6572,4.32
4.135561,-4.0271,0.6248,0.7157,4.14
4.147050,-4.1087,0.0710,0.8200,4.19
4.155763,-4.3169,-0.2895,1.0094,4.44
4.167348,-4.4219,-0.6848,1.2224,4.64
4.179751,-4.6117,-0.8982,1.2804,4.87
4.185957,-4.6069,-0.6235,1.1834,4.80
4.196087,-4.2965,-0.0660,1.0750,4.43
4.206398,-3.4659,0.3311,1.0550,3.64
4.216550,-2.8471,0.4006,1.1310,3.09
4.230889,-2.3901,0.6718,1.2374,2.77
4.236835,-2.1971,0.8605,1.4071,2.75
4.247055,-2.0621,0.8623,1.6553,2.78
4.264270,-1.7440,0.5878,1.9255,2.66
4.266892,-1.4321,0.2553,2.0433,2.51
4.280875,-1.0610,-0.0337,2.1547,2.40
4.286764,-0.5627,-0.2909,2.1970,2.29
4.297222,-0.3467,-0.4825,2.0533,2.14
4.313766,-0.0574,-0.4659,1.8674,1.93
4.317422,0.0758,-0.3764,1.7164,1.76
4.330099,0.2112,-0.1753,1.4665,1.49
4.337962,0.2127,0.0667,1.0636,1.09
4.347383,0.3599,0.1518,0.7203,0.82
4.364981,0.6906,0.1357,0.3833,0.80
4.367689,0.8933,0.0352,0.2251,0.92
4.382429,1.2523,0.0550,-0.0621,1.26
4.387664,1.5051,0.0778,-0.3203,1.54
4.399495,1.5994,0.0022,-0.5211,1.68
4.414755,1.8579,0.0160,-0.8544,2.04
4.417860,2.0282,-0.0513,-1.0419,2.28
4.430039,2.2538,-0.1198,-1.2658,2.59
4.438614,2.5371,-0.1340,-1.4095,2.91
4.448075,2.7696,-0.1315,-1.5211,3.16
4.464105,2.9420,-0.0094,-1.6082,3.35
4.468960,3.0920,0.1323,-1.6927,3.53
4.480579,3.0167,0.3181,-1.5913,3.43
4.489337,2.9254,0.5278,-1.5651,3.36
4.498503,2.7391,0.7093,-1.5538,3.23
4.514834,2.4655,0.8267,-1.5538,3.03
4.518505,2.2244,0.8902,-1.4687,2.81
4.529468,2.0224,0.8848,-1.4486,2.64
4.539328,1.8908,0.6785,-1.3505,2.42
4.548999,1.7409,0.3953,-1.3451,2.24
4.564297,1.5294,0.2479,-1.3510,2.06
4.569177,1.2905,0.0555,-1.3293,1.85
4.580218,1.3098,-0.1446,-1.2502,1.82
4.592330,1.1810,-0.3958,-1.2394,1.76
4.599557,1.0117,-0.4539,-1.2147,1.64
4.616057,0.8598,-0.4911,-1.1927,1.55
4.619026,0.8047,-0.5674,-1.1400,1.51
4.636384,0.7739,-0.6718,-1.0554,1.47
4.639493,0.6772,-0.8052,-0.9376,1.41
4.649550,0.5030,-0.9925,-0.8773,1.42
4.661871,0.1657,-1.1470,-0.8066,1.41
4.669774,-0.1658,-1.2517,-0.7481,1.47
4.679728,-0.2984,-1.3588,-0.7512,1.58
4.696253,-0.2407,-1.6093,-0.6648,1.76
4.700751,0.0259,-2.2077,-0.4810,2.26
4.711666,0.3752,-2.9155,-0.2620,2.95
4.719894,0.8605,-3.3233,0.0102,3.43
4.730756,1.4255,-3.3870,0.2304,3.68
4.740773,1.8570,-3.3050,0.2185,3.80
4.750575,2.1310,-3.0287,-0.0314,3.70
4.763890,2.3790,-2.5698,-0.2823,3.51
4.770507,2.4355,-2.1633,-0.6496,3.32
4.780850,2.5192,-1.6349,-1.0373,3.18
4.796975,2.4866,-1.0904,-1.6705,3.19
4.800667,2.3112,-0.4690,-2.6071,3.52
4.812410,2.1314,0.0021,-3.6832,4.26
4.820941,2.0171,0.3344,-5.3690,5.75
4.830939,2.3156,0.2765,-10.0127,10.28
4.847847,1.9045,-0.0809,-12.1830,12.33
4.851287,0.7035,-0.1808,-7.7590,7.79
4.865536,-0.1970,-0.6587,-3.3207,3.39
4.871207,-1.0168,-1.1049,-0.2397,1.52
4.882162,-1.2576,-1.5596,1.5954,2.56
4.899550,-1.9442,-2.3447,2.8508,4.17
4.914324,-3.0788,-4.0490,3.2717,6.05
4.921789,-3.3650,-4.6599,3.4422,6.70
4.931596,-3.9475,-5.1818,3.6922,7.49
4.946539,-4.1536,-5.4065,3.8627,7.84
4.951805,-4.1077,-4.7551,4.1150,7.51
4.963135,-4.0181,-3.2812,4.3050,6.74
4.972682,-3.5912,-1.8332,4.8596,6.31
4.981893,-3.0239,-0.7119,4.9845,5.87
4.996466,-2.4145,0.0863,4.7446,5.32
5.002002,-2.3350,0.7522,4.5528,5.17
5.014196,-2.1707,1.3230,4.4915,5.16
5.022373,-2.0058,1.7501,4.2310,5.00
5.032797,-1.8311,1.8567,3.4995,4.36
5.047540,-1.5729,1.7855,3.1116,3.92
5.058228,-1.3904,1.5621,2.8897,3.57
5.067941,-1.3484,1.3443,2.6618,3.27
5.072449,-1.3290,1.2480,2.3218,2.95
5.082532,-1.4846,1.1671,1.6848,2.53
5.095961,-1.8039,1.0270,0.6981,2.19
5.103232,-2.3432,1.0282,0.0017,2.56
5.113577,-2.9489,1.1891,-0.0888,3.18
5.123310,-3.5301,1.4380,0.2863,3.82
5.133753,-3.9381,1.7284,0.6887,4.36
5.148731,-4.1498,1.9717,0.8892,4.68
5.153480,-4.2123,2.1343,1.0494,4.84
5.164096,-3.9137,2.1730,1.2312,4.64
5.174051,-3.2623,2.0206,1.3752,4.08
5.183522,-2.3357,1.8561,1.4263,3.31
5.196265,-1.2132,1.5611,1.2240,2.33
5.203729,-0.0037,1.2281,1.1055,1.65
5.213896,1.2216,0.8424,0.6608,1.62
5.230358,2.1399,0.4613,-0.7288,2.31
5.233916,3.0489,0.1395,-2.1968,3.76
5.247157,4.0797,-0.3895,-3.5440,5.42
5.254812,5.0529,-1.0525,-4.4984,6.85
5.264325,5.5507,-1.8456,-3.8401,7.00
5.280147,5.0796,-2.4082,-2.4026,6.11
5.283992,4.0844,-2.6266,-1.4741,5.07
5.296320,2.3805,-2.0391,-1.5947,3.52
5.304599,1.1188,-1.1325,-1.4474,2.15
5.314530,0.4319,-0.2591,-1.2594,1.36
5.330908,0.0181,0.4952,-1.1291,1.23
5.334577,-0.3019,1.2073,-0.9408,1.56
5.346867,-0.3371,1.7453,-0.2236,1.79
5.355493,-0.0363,1.5936,0.6826,1.73
5.364891,0.2381,0.1318,1.2565,1.29
5.380907,0.3408,-1.6971,1.3710,2.21
5.384895,0.5670,-2.9981,0.9640,3.20
5.397213,1.1597,-3.6314,0.6048,3.86
5.405721,1.8048,-3.8120,0.5142,4.25
5.415045,1.8527,-3.5889,0.3540,4.05
5.429587,1.0638,-3.1933,-0.2356,3.37
5.435257,-0.0453,-2.8961,-0.2535,2.91
5.446969,-1.1067,-2.5289,0.3399,2.78
5.455915,-1.9402,-2.0082,0.6473,2.87
5.465502,-2.6160,-1.2673,0.6787,2.98
5.480921,-3.1295,-0.6134,0.5374,3.23
5.485386,-3.6752,-0.1427,0.4085,3.70
5.496184,-3.9263,0.1394,0.3867,3.95
5.505712,-4.1681,0.3250,0.4077,4.20
5.515836,-4.2923,0.5301,0.5769,4.36
5.530599,-4.4351,0.7942,0.7022,4.56
5.535932,-4.4147,1.0575,0.8405,4.62
5.547791,-4.5151,1.3132,0.9750,4.80
5.556592,-4.5988,1.5402,1.1398,4.98
5.566139,-4.6788,1.7040,1.2934,5.14
5.580295,-4.6068,1.5997,1.5355,5.11
